id,title,assigneeId,dueDate,status,comments,metadata
"3812","Build dashboard reports","1003","2025-09-07","todo","[{"text": "Upgrade plan drafted"}]","{"priority":"high"}"
"3813","Optimize server memory","devA","2025-08-31","done","[{"text": "Fixed edge case"}]","{"notes":"Requires SSH"}"
"3814","Build webhook endpoints","1001","2025-08-29","in-progress","[]","{}"
"3815","Analyze system performance","1001","2025-08-21","done","[{"text": "Waiting on credentials"}]","{"priority":"medium","tags":["frontend"]}"
"3816","Create multi-language support","1003","2025-08-06","done","[{"text": "Initial spec done"}]","{"priority":"high"}"
"3817","Enhance search filters","1001","2025-09-17","done","[{"text": "Waiting on credentials"}]","{"priority":"medium","tags":["frontend"]}"
"3818","Build webhook endpoints","1002","2025-09-29","in-progress","[{"text": "Reviewed by QA"}]","{"priority":"high"}"
"3819","Write API documentation","1003","2025-09-23","in-progress","[{"text": "Debugged last night"}]","{"priority":"medium","tags":["frontend"]}"
"3820","Test accessibility features","1002","2025-09-23","","[{"text": "Waiting on credentials"}]","{"priority":"high"}"
"3821","Migrate database schema","1002","2025-08-16","todo","[{"text": "Waiting on credentials"}]","{"priority":"low"}"
"3822","Review vendor contracts","1003","2025-09-18","done","[{"text": "Upgrade plan drafted"}]","{"priority":"medium","tags":["frontend"]}"
"3823","Monitor API latency","1003","2025-08-21","in-progress","[{"text": "Initial spec done"}]","{"priority":"high"}"
"3824","Design new logo","1003","2025-09-06","in-progress","[{"text": "Initial spec done"}]","{"priority":"low"}"
"task-3825","Optimize API responsiveness","1001","2025-08-29","","[]","{"priority":"high"}"
"3826","Refactor Redux logic","1003","2025-09-03","","[]","{"priority":"medium","tags":["frontend"]}"
"3827","Design new logo","1003","2025-09-08","todo","[]","{"notes":"Requires SSH"}"
"3828","Implement OAuth","1003","2025-09-02","done","[{"text": "Initial spec done"}]","{"priority":"medium"}"
"3829","Automate backup scripts","1003","2025-09-26","","[]","{}"
"3830","Optimize API responsiveness","1002","2025-09-25","","[]","{"priority":"medium","tags":["frontend"]}"
"3831","Setup CI/CD pipeline","1002","2025-08-25","done","[{"text": "Debugged last night"}]","{"priority":"medium","tags":["frontend"]}"
"3832","Test accessibility features","1003","2025-09-01","done","[]","{}"
"3833","Fix UI alignment issues","1001","2025-09-30","","[{"text": "Fixed edge case"}]","{"priority":"high"}"
"3834","Refactor Redux logic","1001","2025-09-23","todo","[{"text": "Upgrade plan drafted"}]","{"priority":"medium"}"
"3835","Setup CI/CD pipeline","1002","2025-08-12","done","[]","{"priority":"low"}"
"3836","Design login page","1002","2025-08-10","","[{"text": "Upgrade plan drafted"}]","{"notes":"Requires SSH"}"
"3837","Handle payment disputes","1001","2025-09-25","","[{"text": "Upgrade plan drafted"}]","{"priority":"high"}"
"3838","Build dashboard reports","1002","2025-09-07","in-progress","[{"text": "Waiting on credentials"}]","{"priority":"medium","tags":["frontend"]}"
"3839","Fix bug in authentication flow","1001","2025-08-17","in-progress","[{"text": "Reviewed by QA"}]","{"priority":"low"}"
"3840","Draft GDPR compliance report","1001","2025-09-10","todo","[{"text": "Initial spec done"}]","{"priority":"medium","tags":["frontend"]}"
"3841","Review vendor contracts","1002","2025-09-08","","[{"text": "Upgrade plan drafted"}]","{"priority":"high"}"
"task-3842","Build dashboard reports","1003","2025-09-14","todo","[{"text": "Reviewed by QA"}]","{"priority":"medium","tags":["frontend"]}"
"3843","Update dependencies","1002","2025-08-03","done","[{"text": "Fixed edge case"}]","{}"
"3844","Deploy mobile app update","devA","2025-08-21","done","[]","{"priority":"high"}"
"3845","Plan Q4 roadmap","1002","2025-09-16","","[{"text": "Reviewed by QA"}]","{"priority":"medium","tags":["frontend"]}"
"3846","Handle payment disputes","1001","2025-08-15","done","[]","{}"
"3847","Enhance search filters","1001","2025-08-22","todo","[{"text": "Debugged last night"}]","{"priority":"high"}"
"3848","Archive closed tasks","1001","2025-09-01","done","[]","{"notes":"Requires SSH"}"
"3849","Improve password hashing","1002","2025-09-05","in-progress","[{"text": "Initial spec done"}]","{"notes":"Requires SSH"}"
"3850","Migrate database schema","1001","2025-08-14","","[{"text": "Upgrade plan drafted"}]","{"priority":"medium"}"
"3851","Review vendor contracts","1001","2025-09-04","done","[{"text": "Debugged last night"}]","{"notes":"Requires SSH"}"
"3852","Benchmark database queries","1003","2025-08-12","todo","[{"text": "Reviewed by QA"}]","{"priority":"low"}"
"3853","Archive closed tasks","1003","2025-09-27","in-progress","[]","{"priority":"high"}"
"3854","Review vendor contracts","1002","2025-08-01","","[{"text": "Fixed edge case"}]","{"priority":"medium"}"
"3855","Improve password hashing","1003","2025-08-19","done","[]","{"priority":"high"}"
"3856","Plan Q4 roadmap","1003","2025-09-17","done","[{"text": "Fixed edge case"}]","{}"
"3857","Fix bug in authentication flow","1001","2025-08-17","in-progress","[]","{"priority":"high"}"
"3858","Monitor API latency","1001","2025-08-14","done","[]","{"notes":"Requires SSH"}"
"task-3859","Benchmark database queries","1003","2025-08-25","done","[{"text": "Reviewed by QA"}]","{}"
"3860","Create feedback analytics","1002","2025-08-14","","[{"text": "Debugged last night"}]","{}"
"3861","Setup CI/CD pipeline","1001","2025-08-24","todo","[{"text": "Upgrade plan drafted"}]","{"priority":"high"}"
"3862","Audit error logs","1001","2025-09-29","done","[]","{}"
"3863","Refactor legacy code","1003","2025-09-29","todo","[]","{"priority":"medium"}"
"3864","Train support staff","1003","2025-09-05","","[]","{"priority":"low"}"
"3865","Enhance search filters","1001","2025-09-25","todo","[]","{"notes":"Requires SSH"}"
"3866","Archive closed tasks","1002","2025-08-01","","[]","{"priority":"high"}"
"3867","Benchmark database queries","1003","2025-08-09","done","[{"text": "Initial spec done"}]","{"priority":"medium","tags":["frontend"]}"
"3868","Create feedback analytics","1003","2025-09-18","todo","[{"text": "Reviewed by QA"}]","{"notes":"Requires SSH"}"
"3869","Draft GDPR compliance report","1003","2025-09-27","done","[{"text": "Initial spec done"}]","{"priority":"medium"}"
"3870","Upgrade SSL certificate","1003","2025-08-26","","[]","{"notes":"Requires SSH"}"
"3871","Patch XSS vulnerabilities","1001","2025-08-11","done","[]","{"priority":"low"}"
"3872","Write API documentation","1002","2025-09-30","done","[{"text": "Reviewed by QA"}]","{"priority":"medium","tags":["frontend"]}"
"3873","Analyze system performance","1001","2025-08-06","in-progress","[]","{}"
"3874","Refactor legacy code","1002","2025-09-05","done","[{"text": "Initial spec done"}]","{}"
"3875","Build webhook endpoints","devA","2025-09-15","done","[]","{}"
"task-3876","Design new logo","1002","2025-09-06","in-progress","[]","{"priority":"low"}"
"3877","Enforce coding standards","1002","2025-08-27","in-progress","[]","{"priority":"high"}"
"3878","Train support staff","1001","2025-09-24","","[{"text": "Fixed edge case"}]","{"priority":"high"}"
"3879","Optimize API responsiveness","1001","2025-08-31","todo","[{"text": "Fixed edge case"}]","{"priority":"low"}"
"3880","Draft GDPR compliance report","1003","2025-09-24","done","[{"text": "Debugged last night"}]","{"priority":"high"}"
"3881","Integrate payment gateway","1001","2025-09-30","in-progress","[]","{"notes":"Requires SSH"}"
"3882","Design mobile prototype","1001","2025-08-28","todo","[]","{"notes":"Requires SSH"}"
"3883","Refactor legacy code","1002","2025-08-31","in-progress","[]","{}"
"3884","Update dependencies","1002","2025-08-03","in-progress","[{"text": "Initial spec done"}]","{"priority":"medium","tags":["frontend"]}"
"3885","Audit error logs","1002","2025-09-03","done","[{"text": "Debugged last night"}]","{"priority":"high"}"
"3886","Create feedback analytics","1001","2025-08-15","done","[{"text": "Initial spec done"}]","{"notes":"Requires SSH"}"
"3887","Draft GDPR compliance report","1001","2025-09-04","in-progress","[{"text": "Waiting on credentials"}]","{"notes":"Requires SSH"}"
"3888","Deploy to staging","1002","2025-09-15","todo","[{"text": "Initial spec done"}]","{"priority":"medium"}"
"3889","Draft GDPR compliance report","1002","2025-08-23","in-progress","[{"text": "Debugged last night"}]","{"priority":"medium"}"
"3890","Update dependencies","1003","2025-08-02","","[]","{"notes":"Requires SSH"}"
"3891","Patch XSS vulnerabilities","1003","2025-09-01","in-progress","[{"text": "Reviewed by QA"}]","{"notes":"Requires SSH"}"
"3892","Archive closed tasks","1003","2025-09-30","in-progress","[{"text": "Debugged last night"}]","{"priority":"high"}"
"task-3893","Write unit tests","1003","2025-09-23","","[{"text": "Initial spec done"}]","{"priority":"low"}"
"3894","Test accessibility features","1001","2025-09-08","todo","[]","{}"
"3895","Draft user onboarding emails","1003","2025-08-01","in-progress","[{"text": "Debugged last night"}]","{"priority":"high"}"
"3896","Design mobile prototype","1001","2025-09-07","done","[{"text": "Debugged last night"}]","{"priority":"high"}"
"3897","Design new logo","1001","2025-09-28","in-progress","[{"text": "Waiting on credentials"}]","{"priority":"medium","tags":["frontend"]}"
"3898","Setup CI/CD pipeline","1002","2025-09-16","done","[{"text": "Fixed edge case"}]","{}"
"3899","Build dashboard reports","1002","2025-09-01","","[]","{"priority":"high"}"
"3900","Upgrade SSL certificate","1003","2025-09-05","","[{"text": "Initial spec done"}]","{"priority":"medium"}"
"3901","Patch XSS vulnerabilities","1001","2025-09-11","done","[{"text": "Reviewed by QA"}]","{"priority":"high"}"
"3902","Test accessibility features","1002","2025-08-07","in-progress","[]","{"priority":"medium"}"
"3903","Upgrade SSL certificate","1002","2025-09-09","done","[{"text": "Initial spec done"}]","{"priority":"low"}"
"3904","Write API documentation","1003","2025-08-14","todo","[{"text": "Upgrade plan drafted"}]","{"priority":"medium","tags":["frontend"]}"
"3905","Deploy to staging","1001","2025-09-14","todo","[{"text": "Debugged last night"}]","{}"
"3906","Review user feedback","devA","2025-08-09","in-progress","[{"text": "Upgrade plan drafted"}]","{"priority":"high"}"
"3907","Update support FAQ","1003","2025-08-29","","[{"text": "Initial spec done"}]","{"priority":"medium"}"
"3908","Migrate database schema","1003","2025-09-04","todo","[]","{}"
"3909","Update privacy policy","1002","2025-09-14","in-progress","[]","{}"
"task-3910","Implement push notifications","1002","2025-09-19","","[{"text": "Waiting on credentials"}]","{"priority":"high"}"
"3911","Design new logo","1001","2025-09-18","todo","[{"text": "Initial spec done"}]","{"priority":"low"}"
"3912","Build webhook endpoints","1001","2025-09-15","todo","[{"text": "Upgrade plan drafted"}]","{"notes":"Requires SSH"}"
"3913","Enforce coding standards","1001","2025-08-22","","[{"text": "Initial spec done"}]","{"priority":"medium","tags":["frontend"]}"
"3914","Overhaul CSS architecture","1001","2025-08-19","todo","[{"text": "Initial spec done"}]","{"priority":"low"}"
"3915","Archive closed tasks","1003","2025-08-30","in-progress","[]","{"priority":"high"}"
"3916","Implement OAuth","1002","2025-08-02","done","[{"text": "Waiting on credentials"}]","{"notes":"Requires SSH"}"
"3917","Train support staff","1001","2025-08-18","","[{"text": "Fixed edge case"}]","{"priority":"low"}"
"3918","Review user feedback","1003","2025-09-27","in-progress","[]","{"priority":"high"}"
"3919","Optimize server memory","1003","2025-09-02","done","[{"text": "Debugged last night"}]","{}"
"3920","Handle payment disputes","1002","2025-09-17","in-progress","[{"text": "Reviewed by QA"}]","{}"
"3921","Design login page","1002","2025-09-16","in-progress","[{"text": "Debugged last night"}]","{"priority":"low"}"
"3922","Optimize images","1002","2025-09-26","in-progress","[{"text": "Upgrade plan drafted"}]","{"priority":"high"}"
"3923","Audit error logs","1001","2025-09-20","done","[{"text": "Fixed edge case"}]","{}"
"3924","Optimize server memory","1002","2025-08-04","","[{"text": "Debugged last night"}]","{"priority":"low"}"
"3925","Debug session timeouts","1001","2025-09-05","todo","[]","{"priority":"medium","tags":["frontend"]}"
"3926","Draft GDPR compliance report","1003","2025-08-13","in-progress","[{"text": "Reviewed by QA"}]","{"notes":"Requires SSH"}"
"task-3927","Draft user onboarding emails","1003","2025-09-18","in-progress","[]","{"priority":"high"}"
"3928","Update support FAQ","1003","2025-09-24","todo","[{"text": "Debugged last night"}]","{}"
"3929","Review user feedback","1003","2025-08-20","todo","[{"text": "Reviewed by QA"}]","{"priority":"medium"}"
"3930","Setup CI/CD pipeline","1002","2025-08-30","todo","[{"text": "Reviewed by QA"}]","{"priority":"medium"}"
"3931","Update dependencies","1002","2025-08-02","todo","[{"text": "Reviewed by QA"}]","{"priority":"medium","tags":["frontend"]}"
"3932","Optimize API responsiveness","1003","2025-09-08","done","[{"text": "Reviewed by QA"}]","{"priority":"low"}"
"3933","Refactor legacy code","1002","2025-09-25","done","[{"text": "Debugged last night"}]","{}"
"3934","Deploy to staging","1002","2025-08-09","todo","[{"text": "Waiting on credentials"}]","{"priority":"medium"}"
"3935","Patch XSS vulnerabilities","1002","2025-08-31","todo","[{"text": "Waiting on credentials"}]","{"notes":"Requires SSH"}"
"3936","Setup CI/CD pipeline","1002","2025-09-12","","[]","{"priority":"medium"}"
"3937","Optimize server memory","devA","2025-08-23","todo","[{"text": "Fixed edge case"}]","{"priority":"low"}"
"3938","Resolve customer complaints","1002","2025-08-12","todo","[{"text": "Fixed edge case"}]","{"priority":"medium","tags":["frontend"]}"
"3939","Enhance search filters","1001","2025-08-24","done","[{"text": "Reviewed by QA"}]","{"priority":"medium"}"
"3940","Write API documentation","1003","2025-08-08","","[{"text": "Fixed edge case"}]","{}"
"3941","Optimize images","1003","2025-08-02","","[{"text": "Waiting on credentials"}]","{"priority":"medium"}"
"3942","Patch XSS vulnerabilities","1003","2025-09-11","","[{"text": "Initial spec done"}]","{"priority":"high"}"
"3943","Write unit tests","1003","2025-08-28","todo","[]","{}"
"task-3944","Build webhook endpoints","1003","2025-08-26","","[]","{"priority":"high"}"
"3945","Upgrade SSL certificate","1003","2025-09-27","todo","[{"text": "Debugged last night"}]","{"notes":"Requires SSH"}"
"3946","Handle payment disputes","1002","2025-09-21","done","[]","{"priority":"low"}"
"3947","Train support staff","1002","2025-09-29","todo","[{"text": "Upgrade plan drafted"}]","{}"
"3948","Upgrade SSL certificate","1003","2025-08-19","","[{"text": "Fixed edge case"}]","{}"
"3949","Debug session timeouts","1002","2025-09-15","todo","[]","{"priority":"high"}"
"3950","Implement OAuth","1001","2025-08-30","in-progress","[{"text": "Upgrade plan drafted"}]","{"priority":"medium","tags":["frontend"]}"
